,Reviews,Bank
823,"I recently had a horrible experience when I was on a educational visit to Rome. I bought HDFC forex card from Koramangala, Bengaluru. When they wanted to issue the card, the concerned department used to call me every half an hour and made me feel like I was a king. I was short of time and I was forced to opt for their card.  When I went to Koramangala branch, I was greeted by a girl who could neither speak Kannada nor English.  She was helped by another guy and I was told very clearly that for every ATM transaction in Rome, I would be charged 1.5 euros as ATM charges. But to my horror, on the very first ATM transaction, they charged me 16.5 euros! It's been more than a week now that I am calling them up from Rome to find out why this has happened, but nothing has been done to this end. They just say that they r looking into this. What the hell do these guys think of themselves. Because of these morons I am unable to draw my own money and they don't seem to care for their customers.  Why should I lose Rs. 1500 for every transaction that I make. I don't know what to do as I am stuck in a foreign country. These guys should be booted. Please guys refrain from HDFC. I would rate minus 5 or the worst possible rating for HDFC",HDFC-Bank-ForexPlus-Card
824,"I had taken HDFC forex Card for my US visit. It was full of problems. I was not getting any message after use. Most of the places it had not been working. When I tried to get the details on line I was surprised to get the message, "" User Blocked. Plz contact Customer service-Ph No   .  Made international call and no service representative came on line and I had to cut the line after 15 minutes where there was full of self praise of HDFC bank. Further surprising was when I went to branch to get the details, they could not provide full details. and they provided me only day wise summary details of usage. Further surprising was that issuing staff had entered wrong phone number and wrong email address. Rates charged were very high and more over different than those promised.",HDFC-Bank-ForexPlus-Card
825,I have taken HDFC Forex card for my Europe trip .,HDFC-Bank-ForexPlus-Card
826,Initially I faced problem in activation .Fortunately I tested it by buying something online.,HDFC-Bank-ForexPlus-Card
827,"Even though they says that it is activated, it was not .So please buy something and test before going",HDFC-Bank-ForexPlus-Card
828,abroad.,HDFC-Bank-ForexPlus-Card
829,HDFC says that it will not work for sites which need credit card.,HDFC-Bank-ForexPlus-Card
830,But majority of sites ask us to enter credit card and ideally it should work.,HDFC-Bank-ForexPlus-Card
831,I tested it and I found it worked for a site but not another .,HDFC-Bank-ForexPlus-Card
832,"The problem is, I did not get the fund reversed till now .Transaction is done on 14th April and today is",HDFC-Bank-ForexPlus-Card
833,26th April 2018 .HDFC does not know when this is going to be reversed .,HDFC-Bank-ForexPlus-Card
834,Now my money is blocked and if this happens for few more transaction my whole money will get blocked .,HDFC-Bank-ForexPlus-Card
835,"There is no use of this money, if it is reversed after my trip.",HDFC-Bank-ForexPlus-Card
836,"HDFC announced a outage of multicurrency card recently .This is a risky affair, people who travel on that day",HDFC-Bank-ForexPlus-Card
837,will certainly suffer.,HDFC-Bank-ForexPlus-Card
838,For me it looks like system is buggy and we need to plan another card when you travel.,HDFC-Bank-ForexPlus-Card
839,"Hello,",HDFC-Bank-ForexPlus-Card
840,Now I want to share my genuine review on HDFC Bank ForexPlus Card.,HDFC-Bank-ForexPlus-Card
841,This bank's facilities are wonderful. The service provided by them is very good and nice.,HDFC-Bank-ForexPlus-Card
842,Customer service is too impressive because they totally focuses on its customers expectations and fulfil those.,HDFC-Bank-ForexPlus-Card
843,The Rates and charges they take from their customers are fully reasonable.,HDFC-Bank-ForexPlus-Card
844,I a very satisfied with the service and facilities of HDFC Bank ForexPlus Card.,HDFC-Bank-ForexPlus-Card
845,My experience was very good with this bank.,HDFC-Bank-ForexPlus-Card
846,Thank you.,HDFC-Bank-ForexPlus-Card
847,"I am using HDFC Bank ForexPlus Card for long three years. I am charging 890 INR each year, when I have approach to apply this card the relationship manage has told me this credit card would charge only one time annually but after 2nd year there would be no charge on credit on annual basis. So I have applied this credit card but still I am charge 890 INR annually, it doesn't have cash back offers for groceries, petrol fuel purchase or utilities bills. Instead they only offers cash backs offers on electronic product in which I doesn't purchase many often in a year. The rate of EMI's interest is 18.5 percent on each year which is charging very high comparing to others. Here the customer care are less experience as once my transaction has been declined but I was charged from the merchant but the customer care has delayed in resolving my issues, they done my refund after 16 days. Even the customer care doesn't shares me any existing offers in my card. I am not satisfied with this card, so I can suggest everyone to select other credit card rather than this.",HDFC-Bank-ForexPlus-Card
848,"Customer service is poor cause when you call them they hardly pic your call and you have to wait for them at least 10-12 min, after wait of that much time there is no guarantee if will provide solution from their end. They might be divert you to the bank personal. and bank staff as always not supportive with customer.",HDFC-Bank-ForexPlus-Card
849,"I hope this review will help you to know about HDFC Bank ForexPlus Card. Thank You For Reading(+)Customer service is poor cause when you call them they hardly pic your call and you have to wait for them at least 10-12 min, after wait of that much time there is no guarantee if will provide solution from their end. They might be divert you to the bank personal. and bank staff as always not supportive with customer.",HDFC-Bank-ForexPlus-Card
850,I hope this review will help you to know about HDFC Bank ForexPlus Card.,HDFC-Bank-ForexPlus-Card
851,"Please dont buy HDFC foreign exchange Card at Bangalore worldwide Airport, in which CENTRUM problems the cardboard and that they say there will no longer be any fees even as issuing the card. However later you'll come to realize that they have looted 6% of what is loaded for your card. There is a person through call Ranjan at CENTRUM, Bangalore international Airport who advised me that there'll now not be any costs for the card. He by no means advised me that there will be 6% costs relevant at the foreign money loaded. In case you load one hundred USD then 6 USD is LOOTED by means of them. Please be aware friends. Humans are just anticipating looting others.",HDFC-Bank-ForexPlus-Card
852,My wife was without money on foreign land as we trusted hdfc bank FOREX card;,HDFC-Bank-ForexPlus-Card
853,HDFC BANK FOREX CARD IS ONE OF VERY EXPENSIVE FOREX CARD;,HDFC-Bank-ForexPlus-Card
854,AND HOW MUCH OF PAIN IT SI IF A PREPAID FOREX CARD DOES NOT WORK OVERSEAS.,HDFC-Bank-ForexPlus-Card
855,SHAME ON POOR AND UNRELIABLE SERVICES OF HDFC BANK; NEVER TRUST HDFC FOREX CARDS AND THEIR POOR NETWORKS.,HDFC-Bank-ForexPlus-Card
856,We have even tried to change FOREX PIN and retried at ATM; but it does not work;,HDFC-Bank-ForexPlus-Card
857,My Spouse Sarika Ahuja(holder of Forex card) - HDFC cust id 23394547;called up Ahsaan Quereshi; who has not provided any help and behaved very irresponsibly and has not helped on our issue despite calling home multiple times on International call;,HDFC-Bank-ForexPlus-Card
858,HDFC bank and Ehsan Quereshi have behave irresponsibly and are causing of all stress and harassment as my wife struggles for Forex in Europe;,HDFC-Bank-ForexPlus-Card
859,HDFC FOREX has made no effort to deliver Forex as ATM are not running and  no offer to help us; and despite knowing our problem - Ehsan Quereshi.(bas-tard) is not picking international calls,HDFC-Bank-ForexPlus-Card
860,"In June' 15, I have been drawn closer by HDFC deals fellow offering ForexPlus card, whereby I unmistakably specified that I have various Visas and am in no post for any new card. That is the point at which I was clarified about supposed elements of this card: through which I could get film tickets free each month with certain spends through this card.",HDFC-Bank-ForexPlus-Card
861,Being a film buff I thought this could be a decent offer to go for. I then kept an eye on their purpose of offers and I was informed that it is acknowledged wherever including shell petrol bunks.  With this certification I began utilizing this card and afterward came reality: following 2 weeks from the receipt of this card one of the Forex officials called me to tell that film vouchers offers is getting terminated from July'15 onwards.,HDFC-Bank-ForexPlus-Card
862,"Caution for the freshers who just joined their first job and got their first salary, HDFC offers credit card right there and that's the trap.",HDFC-Bank-Visa-Credit-Card
863,It's out of my own experience and my friends who had been fallen in their trap.,HDFC-Bank-Visa-Credit-Card
864,"They offered me credit card with a limit of 28k, been a fresher had no idea of interest, principal, CIBIL score or any amt, with full zoom I spent all the money and paid one EMI and then that age I didn't know the the CIBIL score facts, and also left the job if I didn't like it, I would tell that's the learning phrase of different profession in life right after our studies. And then I failed to pay my EMI because of no stability at work and no money either, and after a year a passed everything changed and got fixed in a job, but there was the surprise I seen my statement with huge payable amount almost tripple the limit. That was too much for me to pay and just continued with my job and happy with the salary.",HDFC-Bank-Visa-Credit-Card
865,"As years go by the commitments also increased now I have a job with salary but no banks can approve my loan because these guys already spoiled and screwed so bad, right then small loans app helped me with little limit but this time I was faithful enough to pay back their dues on time and improved my credit score, of course, it took years, now I have good CIBIL score but I still can't apply for bigger limit because of this HDFC TRAP, NOW THE AMOUNT IS UNDOUBTEDLY 4 TIMES BIGGER AND WANT ME TO PAY AT ONE SHOT, HOW WILL I PAY THAT HUGE AMOUNT WITHOUT A FINANCIAL HELP unless you're doing good in life, even at the initial stage that was a huge amount to pay and even now, this is going on and on, they put me in trouble.",HDFC-Bank-Visa-Credit-Card
866,Now I'm literally waiting for a miracle to happen or a fairytale give me so much money to pay these frauds and take that report from my CIBIL to balance my FINANCIAL life.,HDFC-Bank-Visa-Credit-Card
867,"Well agree my mistake of not paying back the dues at initially, but I feel and regret taking this card at that time without having a knowledge of how badly it impacts our future. So yes please take credit cards at least after 1-year experience at work and you have enough knowledge of your CIBIL data, and monthly commitments so you might not have chances of getting trapped of credits.",HDFC-Bank-Visa-Credit-Card
868,"Pls don't accept these frauds offers right there, well actually these frauds make you fill the form of HDFC banking form and in that form there was an option too I remember as would you like to get a credit card?",HDFC-Bank-Visa-Credit-Card
869,YOU HDFC SCREWED MY LIFE TRUST ME.,HDFC-Bank-Visa-Credit-Card
870,"One of the worst customer service you could get. They call you daily 10 times for begging you to take personal loan but when we face a problem and raise a complaint, it will take years to get through their customer care agent or the call gets dropped. bIGGEST SCAM/ CHEATERS",HDFC-Bank-Visa-Credit-Card
871,"There is no way you get the detailed bill. Very cryptic monthly bill. You literally have to pull out prior month bills and compare. Also the website does not reflect the payments untill you hit the next month billing cycle. Very very annoying and not friendly at all. Due to all this mess, if you skip any payment, it slaps 500 rs charge irrespective of amount due. I wont recommend HDFC Credit card to anyone.",HDFC-Bank-Visa-Credit-Card
872,I get this credit card in the pre-approved offer and this is good for me because I was  got attractive credit limit,HDFC-Bank-Visa-Credit-Card
873,"Creadit card is helpful but also more dangerous to use it, hdfc will charge very high late fees but service is good",HDFC-Bank-Visa-Credit-Card
874,Absolutely unprofessional team handling this card related issues.,HDFC-Bank-Visa-Credit-Card
875,Last 2 weeks simple online transactions not working is not resolved for last 2 weeks. Only false promisses,HDFC-Bank-Visa-Credit-Card
876,If borrower fail / forgot to pay the cc bill on time or after a month they will charged huge amount of penalty and charges .I strongly recommended other do not take HDFC CC CARD,HDFC-Bank-Visa-Credit-Card
877,Genuine review,HDFC-Bank-Visa-Credit-Card
878,I got offer of Regalia credit card in portal.,HDFC-Bank-Visa-Credit-Card
879,So i applied for the same but later they issued moneyback credit card which i dont want.(without informing to me),HDFC-Bank-Visa-Credit-Card
880,So i escalated the issue to higher authority.,HDFC-Bank-Visa-Credit-Card
881,Reply from hdfc:,HDFC-Bank-Visa-Credit-Card
882,We reserve the right to issue any credit card as per eligibility criteria.,HDFC-Bank-Visa-Credit-Card
883,But i dnt understand why they not informed me and just issue any credit card.,HDFC-Bank-Visa-Credit-Card
884,So be aware of misleading advertisment.,HDFC-Bank-Visa-Credit-Card
885,Sales team dogs will commit the false offers and make you to apply for the credit card. Once you receive the card you will be surprised.,HDFC-Bank-Visa-Credit-Card
886,There are lot many banks they wont do false promises and cheat the customers.,HDFC-Bank-Visa-Credit-Card
887,"After introducing upi digital payments,  most of Retail, educational, others who are already having POS of HDFC credit card, they are charging the amount on credit transactions which is not suppose to do. But no banks are focusing this customers Issue and they simply say the POS merchant shouldn't charge on customers. In such case, what is the use of holding any banks credit card??",HDFC-Bank-Visa-Credit-Card
888,"All banks..!!  Please let us know if there is a solution on this. Otherwise, it's better surrender the credit card and continue with Digital payments. Even adding money to wallets from credit cards is also changing around 2.35% including gst..!!",HDFC-Bank-Visa-Credit-Card
889,I was using HDFC credit card for 8 years. I had raised request for closure and paid all outstanding dues. But HDFC bank disabled my card. But now HDFC Bank charging GST on my disabled card. They are charging 0.13 paisa per month as GST charge on disabled card. I am getting frequent messages to pay pending charges (0.13 paisa) from last 2 years. This amount accrued and outstanding payment due is 8/- rupees. I had visited nearest HDFC Bank on this issue but the executive responded like they do not take care of credit card related queries. I have spoken with customer care but still there is no way to to make payment for disabled card. It's monthly torture for me and my cibil score getting hit for missing payment.,HDFC-Bank-Visa-Credit-Card
890,"The bank had set the new card effective April 2022 to a default ""minimum amount due"" without my knowledge and authorisation. Accordingly hdfc started recovering minimum amount on outstanding dues rather than the total amount due. As a result I was made to pay a whopping interest of nearly4",HDFC-Bank-Visa-Credit-Card
891,"I felt very bad experience on credit card payment following from me. It's just like in tamil people say , kandu vatti. Continuos call...., It's an mind torture.",HDFC-Bank-Visa-Credit-Card
892,"I started getting emails for my credit card bill due. I had never applied for a credit card. So I called up and asked the customer care, they said that they sent a credit card to my address but since no one received it they took it back. My address was old and it was a different city which I lived many many years ago. So basically I was getting a bill of a credit card I never used. The bill consisted of some random charges and though it was less as I wasn't using it, it's not fair to get a bill for a card I never applied. When I tried to cancel the card, they needed the card number which I didn't have. After a lot of effort and calls I finally closed the card. This was a really bad experience and it wasted a lot of my time for no reason.",HDFC-Bank-Visa-Credit-Card
893,Interest is very high??? Toucher also is there and collection team also not good ther are not convention to customers they directly shouting with customers,HDFC-Bank-Visa-Credit-Card
894,"These days hdfc charges you 199 transaction charge plus gst, which they will not refund, even if you cancelled the order after the order confirmation. Once placed the order, if you cancel next second also, hdfc will charge you processing fee plus gst… go for other cards ..I don't think any other credit card company loot us like this… just imagine how much they are making from emi order cancellations…",HDFC-Bank-Visa-Credit-Card
895,"I have been using HDFC Bank's services since last 2 decades. But lately, I see their services have deteriorated to such an extend that I wonder if I should be banking with them any more. Often their websites and payment gateways are down. Unable to transact when needed.",HDFC-Bank-Visa-Credit-Card
896,They are the biggest stammers of credit card chargess... never use credit card of HDFC pls kindly save your financial by staying away frim HDFc cards,HDFC-Bank-Visa-Credit-Card
897,"Non payable financial charges,",HDFC-Bank-Visa-Credit-Card
898,"Poor service,",HDFC-Bank-Visa-Credit-Card
899,"Cannot trace frauds,",HDFC-Bank-Visa-Credit-Card
900,Poor customer care.,HDFC-Bank-Visa-Credit-Card
901,Non adjustment of amount.,HDFC-Bank-Visa-Credit-Card
902,"PROVIDE PATHETIC SERVICES, FAKE PEOPLE AND CHEATERS. YOU DOGS.  UNNCESSARY PUT CHARGES ON CARDS AND ACCOUNT. DON'T GO FOR ANY CREDIT CARD SREVICES.",HDFC-Bank-Visa-Credit-Card
903,ALL POSITIVE REVIEWS ARE FAKE. AND,HDFC-Bank-Visa-Credit-Card
904,THEY ARE FAKE DIRECTING TO US.,HDFC-Bank-Visa-Credit-Card
905,FRAUD AND CHEATERS.,HDFC-Bank-Visa-Credit-Card
906,CLOSE THIS PATHETIC BANK IF YOU CANT PROVIDE THE SERVICES.,HDFC-Bank-Visa-Credit-Card
907,"I am dissatisfied with SBI credit card services because there is no toll-free number for rapid support.There have been no effective responses to client complaints/requests regarding transactions.My case, which was filed on October 31, still has an ETA of February 18th 2024 to be resolved.They do not update the status when contacted to chargeable care since executives are not knowledgeable.",SBI-Visa-Credit-Card
908,"Sir/Madam,",SBI-Visa-Credit-Card
909,I have paid total Rs.1450/- from 26/11/2023 to 25/12/2023.,SBI-Visa-Credit-Card
910,"But when I seen statement generated on 25/12/2023, no any emi amounts of rs. 482.93, 290.11 and 156.25 deducted from my account .",SBI-Visa-Credit-Card
911,But seen in the statement all unknown charges levied and illegal charges recovered from my paid amount.  Its total injustice with me and total pure loot of poor customers.,SBI-Visa-Credit-Card
912,"This is not good thing, for sbi business.",SBI-Visa-Credit-Card
913,This make bad effect on sbi and credit card business.,SBI-Visa-Credit-Card
914,I request you to please deduct above mentioned emi From my paid amount.,SBI-Visa-Credit-Card
915,Thank you,SBI-Visa-Credit-Card
916,Santosh Jangavali,SBI-Visa-Credit-Card
917,Worst card ever for their customer care. I asked the customer care 5 times the same question how much I ve to pay for this month bill . Every time they copy pasted the same mail like a robot “contact customer care” from the the same mail id which I already addressed in my all previous mails..,SBI-Visa-Credit-Card
918,And their rewards you have to beg for it like a dog. They don’t value how much you spend and pay annnual fee.. Amex is best in class,SBI-Visa-Credit-Card
919,"Worst credit card till date possible. Don’t get it at all. Not only are there problems with making the transaction with the card, the customer care service is even worse",SBI-Visa-Credit-Card
920,SBI card is having maximum number of consumer court cases among CC in India. I have been customer of SBI card for a long time and they cant take responsibility of online securtiy breach. They fail to acknowledge fraudulent transaction for which customer neither gets sms or mail.,SBI-Visa-Credit-Card
921,"Stay away from this card, if one wants peace of mind.",SBI-Visa-Credit-Card
922,Ye sbi card wale chor nahi daku hai jab chahe Bina aapse pooche apke account se paise nikal lete hai..aur unbilled me bhi nahi dikhate inko call kar ke baat karne me Kam se kam 1hr lag jayega Aisa ivr system hai inka...fraud company paise aane pe mai Inka card b band karne wala hun aap logon mein agar koi bhi Mera comment padhe to suggestion man lijiye yah sujhav SBI kya main To kahta hun kisi bhi company ka koi credit card nahin Lena chahie this is all a big trap and SBI part of that thank u.,SBI-Visa-Credit-Card
923,SBI CARD offers the worst service in the world. You will never have a good experience with SBI card. Stay away from this credit card company. A big No No!,SBI-Visa-Credit-Card
924,1) No Customer Service,SBI-Visa-Credit-Card
925,"2) Any change if you want to speak to someone, no voice support available",SBI-Visa-Credit-Card
926,3) Payment gets delayed by 3 days. Too much hassles.,SBI-Visa-Credit-Card
927,"Overall, it's a pain to have a credit card of SBI. Please guys, stay away from this Credit Card.",SBI-Visa-Credit-Card
928,"I recommend other people do not take any SBI CC CARD AND DONT COME on this trap , they will charged you huge amount of penalty , late payment charges , GST amount , and a lots of charges which we can not recognised .in short this is a business for loot not a serv",SBI-Visa-Credit-Card
929,1) No Customer Service,SBI-Visa-Credit-Card
930,"2) Any change if you want to speak to someone, no voice support available",SBI-Visa-Credit-Card
931,3) Payment gets delayed by 3 days. Too much hassles.,SBI-Visa-Credit-Card
932,"Overall, it's a pain to have a credit card of SBI. Please guys, stay away from this Credit Card.",SBI-Visa-Credit-Card
933,Worst credit card. You can't clear the all dues at once . Loot you in many ways. Worst customer care. they would literally cheat you,SBI-Visa-Credit-Card
934,"Very worst Credit card, they do not have toll free number, they do not respond but they add chares, they are doing business on customers money it will be banned.",SBI-Visa-Credit-Card
935,These people are such greedy . I have been trying to contact them from last 3 months as they have closed my FD for the repayment of my dues . I have no problem in that but from that time they have blocked my card and not even bothered to reply my emails about my card reactivation or to anything that what is the problem in my card . No company executive can be reached by the given toll free number . I am very disappointed in the company. When these greedy people wanted money they called me 10 times a day. But now nobody from the company is replying me or helping me solve my problem . I even said them to close my account if it can not be reactivated but no reply. I request the other people not to take credit card from SBI they only want our hard earned money . Instead apply credit cards from other well established banks not from these greedy company.,SBI-Visa-Credit-Card
936,Highly not recommended..,SBI-Visa-Credit-Card
937,They call us frequently and they don't even convey what are the card benefits and how they work..,SBI-Visa-Credit-Card
938,I got a SBI credit card last year..i was not even set the card pin for 2 3 months..but a bill has been generated to my mail and it says that i have not paid my bill..,SBI-Visa-Credit-Card
939,How can a card which has not been used and even pin has not been set for it could generate a bill..,SBI-Visa-Credit-Card
940,I visited my nearest branch but there was not proper response..,SBI-Visa-Credit-Card
941,Now i ended up with low cibil score becoz of this,SBI-Visa-Credit-Card
942,I request people not to trust them!????,SBI-Visa-Credit-Card
943,"I recently got the SBI Visa Credit Card and I must say, it has been a great experience so far. The application process was quick and easy, and I was approved within a few days. The card itself looks sleek and professional, and it's accepted at a wide range of merchants.",SBI-Visa-Credit-Card
944,"One of the things I love about the SBI Visa Credit Card is the rewards program. I earn points every time I use my card, and these points can be redeemed for a variety of rewards such as cashback, gift cards, and travel vouchers. Plus, the points don't expire, so I can save them up and use them whenever I want.",SBI-Visa-Credit-Card
945,"Another great feature of this card is the fraud protection. I feel secure using my SBI Visa Credit Card because I know that I'm protected against unauthorized transactions. Plus, the customer service is excellent - any time I've had a question or concern, the representatives have been friendly, helpful, and efficient.",SBI-Visa-Credit-Card
946,"Overall, I highly recommend the SBI Visa Credit Card to anyone looking for a reliable credit card with great rewards and top-notch customer service. It's a fantastic way to build credit, earn rewards, and have peace of mind knowing that your purchases are protected.",SBI-Visa-Credit-Card
947,"First of all....I would like to say that all of SBI cards have a membership fee, even the useless one's like 'simply save', the shittiest card of SBI credit cards. The amount of offers and rewards you get for using these cards is not even better than some of the free cards in the market like RBL Bank or Indusind bank cards. The remaining displeasure you'll get from the customer care. Nothing is straightforward with these guys. If you ask something, you'll be diverted, misled and just plain disconnected. No help writing emails to these guys as well as they'll block your number from accessing the nodal officer complaint and what not. Card closure takes forever and is a gruesome task. Just don't buy any SBI credit card or you'll keep regretting until it is closed forver.",SBI-Visa-Credit-Card
948,"One of the worst card with main aim to cheat customers. All idiots are managing customer service, neither they understand issues nor they resolve. There are lots of other free credit cards in market,  don't go for SBI credit card",SBI-Visa-Credit-Card
949,"I have a major dispute with the way SBI has charged their customers more than the actual amount. If I have spent Rs.10 then SBI can not charge Rs.14 and then credit Rs.2 as surcharge waiver. In the same way the SBI card has duped me. I have attached the documents wherein it is clearly shown the exact amount. I will surely take more and strict legal action if such things are not taken care by you and not resolving my problem. I am attaching all the documents. The customer care executive called me today that SBI has charged correct amount. Worst experience ever. I will make sure to take this matter to the highest authority, if these are not being stopped and a fair and actual amount is being deduced.",SBI-Visa-Credit-Card
950,"They will deduct without unforming and charges are high, there is no proper customer care response.....",SBI-Visa-Credit-Card
951,Sbi cedit card service sbse bekar service hai mujhe lgta hai anya credit card ki service sbi ke mukable jyda acchi hogi kyonki sbi aapko deta hai bina credit card or bina shoping ke bhi bill generate  krni ki suvidha or agar aap chahte hai credit ko bnd krna to server down btane ki suvidha,SBI-Visa-Credit-Card
952,I’ve used it at a lot of place and it has worked every time. The card came quick and the customer service is very helpful.,American-Express-Gift-Card
953,I received a American Express gift card as a reward on a survey site thinking that the card would be accepted everywhere and it's not. I have had mysterious charges show up on the check balance part of their website that I didn't make I have tried to use the gift card at Walmart and  subway and other places and it's been useless because it kept getting declined even though it shouldn't have. I will never use American Express ever again! It doesn't do any good  to call their customer service because the people that you talk to don't understand when you explain to them what is going on. Everytime I attempt to make a purchase they charge me even though the purchase never goes through.,American-Express-Gift-Card
954,"You can't actually use the digital version of Amex gift cards. So AMEX is scamming people out of money! They must not make enough on interest rates and fees. DO NOT buy one of these for your co-workers, friends and loved ones. They will be thinking they can purchase something they really want or need with it, but then find out, nope they can't actually use the gift card that was already paid for! But they will charge you 10 Cents for every attempt to use your gift card. Sadly, I know this review will do nothing to actually change anything, but it makes me feel a little better to get it out there.",American-Express-Gift-Card
955,Customer service is not helpful. Can't use card anywhere Amex is accepted.  One helpful person promised to get it unlocked for my insurance payment in 24 hours and it never happened. Would like to give zero stars.,American-Express-Gift-Card
956,DON'T EVER buy this card!!!!!,American-Express-Gift-Card
957,They tell you where you can spend YOUR money!!!!! They won't even let you spend your money on google.,American-Express-Gift-Card
958,Another WOKE business ??,American-Express-Gift-Card
959,"As others have written, horrible non existent service and rude.",American-Express-Gift-Card
960,"My card I purchased for self use after ATM ate my Fargo card and Replacement lost in mail. Needed way to pay bills. $300 card used 8x's on Amazon then stopped. Number on back of card a joke, no direct person to address the issue thier phone -bank does not list. I came in a back door (credit card services, that took forever also). Claimed security reasons with no explanation for denial and 24 hours wait to correct for correction. Well, still not functioning. Screwed out of hard earned cash. Owned AMX as a business owner years ago, Platinum card, great service then but those days are gone I suppose. I pray karma and a fall from grace for AMX for so many including myself getting burned. I will never, ""NEVER"" have anything to do with them ever again.",American-Express-Gift-Card
961,"I received an American Express gift card, but have thus far been unable to use it. You can’t use them for almost anything, and when I called customer service, I held for 22 minutes and finally gave up. This is not a company that deserves your business.",American-Express-Gift-Card
962,"This card if not valid at store, you are screwed. Eternal hold no customer service. I bought  500$ card on 12/7/22, I still can't use it. Still waiting. Thanks for the headache. Give cash, not gift cards.",American-Express-Gift-Card
963,The gift card has fees and will expire without you using the funds and will offer no refund.  Customer Service is rude.  No effort from American Express for sure.,American-Express-Gift-Card
964,I received a $100 gift card in an American Express sealed envelope. I opened when I went to use and only $7 was on the card.I went home and check my card online to find out that someone made paypal transfers of $31 three times on the same day months before I was even was given the card. Customer service did not care and did not replace card/balance of $93 owed. Such a scam. You are not protected like  the company claims against this stuff happening. Buy off an honest company.,American-Express-Gift-Card
965,Don’t buy this card if u plan to consolidate balanced from different cards into one. First u can’t do it online. Second u have to call a number where they transfer to hindi people where i can’t understand their accent. Third u can’t consolidate more that 25 dollars (from what they told me when i called). Fourth u have to wait 24-48 h to wait for the consolidation to take place (actually i did one and it’s being more than 48 h and still hasn’t taken place so if u need to transfer more than 25 dollars expect to wait about a week because u will have to do it in more than 1 transfer that can take 48h each. In a nutshell dont buy American Express gif cards,American-Express-Gift-Card
966,The card is not secure because the pin is printed on the card which makes it very easy to use for a person who had stolen my card. The card cannot be used in many of the website and I found difficulties to find a merchant accepting amex cards. Customer care number is also chargeable and very difficult to understand them if someone is not good in english.,American-Express-Gift-Card
967,I have used American Express gift card and I dont like few of its things.,American-Express-Gift-Card
968,Firstly the customer care number is chargeable.,American-Express-Gift-Card
969,English is the only language they understand.,American-Express-Gift-Card
970,The card is not secure because the card pin is printed on the front of the card. If someone lost his card then the same can be used by anyone.,American-Express-Gift-Card
971,I have tried to use the card in various website and I was not able to complete my transaction inspite of the AMEX gateway available there.,American-Express-Gift-Card
972,You cannot reload the card nor you can get the money back reloaded on the card.,American-Express-Gift-Card
973,I am not sattisfied with the AMEX services,American-Express-Gift-Card
974,"If you are reading this, let me tell you at the outset, do NOT use AmEx for your gift card needs. There are much better gift service out there. I personally have used giftcards.com that allow you to get custom gift cards, VISA and others and I have been very satisfied with their service. Now, let me tell you about my experience with AmEx. First of all, they do not have a local US based customer service team(at least it seems so to me). So, I ordered a custom AmEx gift card on phone by calling the customer service.",American-Express-Gift-Card
975,"The girl who took my order was Bella. Order #*. She seemed to have noted all my instructions very well but later when after the item having shipped on December 30, I had not received it even by January 7, I called them up to ask what was wrong and found out that the delivery was completely wrong and the package was being returned to American Express. So much for being careful, I think AmEx doesn't train its representatives well enough. I had ordered this for a friend who was getting married and thanks to fault on the customer representative, I could not get it on time and I had to request to cancel the order.",American-Express-Gift-Card
976,"Although it had kind of already spoiled the fun by destroying the timing of the gift, I decided to place a reorder. And I did place another order #* this time too on the phone(I don't remember the representative's name). He said he will just take another order with the same customization and he made completely sure that he got the right address this time. And guess what, a couple of days later, I get this email from AmEx saying that the order was cancelled - no reasons mentioned. And, it was exactly the same order and I had used the same credit card to pay! When I called AmEx, they told me that no reason was mentioned on the system and that they would place a request to know the reason from their seniors and asked me to call me back after four to five days.",American-Express-Gift-Card
977,"By this time, I was completely furious. I told her that ""I am not going to this over and over again and if you cannot provide me a simple solution, I am just going to get it from another company."" But that did not bother her. She simply said that she cannot help. So without saying anything else, I hung up. Friends, after that I found giftcards.com that is far better than what AmEx offers. I was thinking why I didn't find this before and save me the trouble. They allow you to design custom gift cards and also a greeting card along with it with the photos(you can upload from your computer), wording and graphics of your choice. Trust me, DON'T go to AmEx for your gift card needs. They simply don't care! Save yourself the trouble!",American-Express-Gift-Card
978,"I waited for more than that and when I called, guess what again, they still have no answer! The representative's name was Tulsi and I still remember the way she handled my problem. Totally unprofessional and no eagerness at all to help me with a solution. I asked her about the refund to my first cancelled gift card. She told me to call them back when it is exactly 15 days and the tone she used was so demeaning. When I asked her to please be clear on why AmEx cancelled the order so that I could find out and place the order successfully this time, all she said was that the order was declined and there is nothing she could do to help except taking a new order.",American-Express-Gift-Card
979,"If you want to transparent deal among well known credit cards vendor I will recommend you this American Express Gift Card, which provides the services which is transparent as lead.",American-Express-Gift-Card
980,Its never promise you for the fake and maintain the  customer satisfaction with disciplined attitude. The bad things you can't get it as easy as rest of the vendors distributing on the roads and obviously it has a financial benchmark to set up such kind of relationship.,American-Express-Gift-Card
981,They have to optimize this financial benchmark features to reach up to common man in India. As far as my online and business experience I don't have any complain against him.,American-Express-Gift-Card
982,Really I recommend this card to my friends for transparent business.,American-Express-Gift-Card
983,"I have been using Amex GC ordered from giftcardsindia.com for last 8 months or so. I have order Amex GC only when there was a discount on GCI, and I don't see any value add otherwise order personally. I had always ordered in personal capacity, so didn't need to get the cards activated.",American-Express-Gift-Card
984,Pros:,American-Express-Gift-Card
